Date,link,title,Gender-Loose,Gender-Tight,description
5/9/12,http://www.missedinhistory.com/podcasts/freya-of-arabia/,Freya of Arabia,F,F,"After a childhood spent roaming Europe, Freya Stark began saving money to take Arabic lessons. Once fluent, she traveled into areas few outsiders had ever been, documenting her travels in best-selling books. Listen in to learn more about Freya of Arabia."
5/14/12,http://www.missedinhistory.com/podcasts/operation-mincemeat-part-1/,"Operation Mincemeat, Part 1",M,M,"Once the Allies invaded North Africa, the Nazis began planning. Both sides knew Sicily was the obvious choice for the next Allied invasion, so the Allies needed some subterfuge. Luckily, the British had an idea -- and all they needed was a dead body."
5/16/12,http://www.missedinhistory.com/podcasts/the-prince-of-humbug-p-t-barnum/,The Prince of Humbug: P.T. Barnum,M,M,"P.T. Barnum is best known as a circus man, but he spent most of his career running a curiosity museum and staging freak shows. Barnum attracted people to his American Museum through shrewd advertising, or â€œhumbug.â€ù He also wasnâ€™t afraid of a hoax."
5/21/12,http://www.missedinhistory.com/podcasts/a-visit-to-clybourne-park/,A Visit to Clybourne Park,M,M,"The Pulitzer-winning play â€œClybourne Parkâ€ù took inspiration from Lorraine Hansberryâ€™s â€œA Raisin the Sun.â€ù In this episode, we talk to Clybourne Parkâ€™s Tony-nominated director Pam MacKinnon about the work and historical research that went into the play."
5/23/12,http://www.missedinhistory.com/podcasts/operation-mincemeat-part-2/,"Operation Mincemeat, Part 2",M,M,"Operation Mincemeat aimed to relay false information to the Nazis by dropping a corpse where they would find it, along with fake documents. The British agents gave their corpse a backstory to make it more believable. But was the story too good to be true?"
5/28/12,http://www.missedinhistory.com/podcasts/p-t-barnums-biggest-stars/,P.T. Barnumâ€™s Biggest Stars,M,M,"P.T. Barnum worked with many performers. Perhaps the most famous was the diminutive General Tom Thumb. Barnum also promoted Swedish singer Jenny Lind, but his biggest act was Jumbo the Elephant, an African elephant he bought from the London Zoo."
5/30/12,http://www.missedinhistory.com/podcasts/nikola-tesla-and-the-war-of-currents-part-1/,"Nikola Tesla and the War of Currents, Part 1",M,M,"In 1857 Nikola Tesla began work on direct current motor issues. In 1884, he approached Thomas Edison with ideas about alternating current, but Edison championed direct current. Their disagreement led to one of history's most famous scientific rivalries."
6/4/12,http://www.missedinhistory.com/podcasts/laura-bridgmans-education/,Laura Bridgmanâ€™s Education,F,F,"Laura Bridgman was the first deafblind person to be educated -- a feat accomplished by Samuel Gridley Howe in the 1830s. People from around the world came to see her, including Charles Dickens, who wrote about her in his ""American Travels."""
6/6/12,http://www.missedinhistory.com/podcasts/nikola-tesla-and-the-war-of-the-currents-part-2/,"Nikola Tesla and the War of the Currents, Part 2",M,M,"By 1887, Nikola Tesla secured seven patents for components of his alternating current system. In 1888, George Westinghouse offered to hire Tesla to develop the AC system, and thatâ€™s when the Current War really got underway."
6/11/12,http://www.missedinhistory.com/podcasts/william-kidd-a-pirates-rep-for-me/,William Kidd: A Pirateâ€™s Rep for Me,M,M,"William Kidd had settled down by 1695, but privateering was still in his blood. He struck up a plan to attack pirates plaguing English ships and enlisted investors to back his efforts. Eventually he was declared a pirate. But did he deserve the label?"
6/13/12,http://www.missedinhistory.com/podcasts/the-death-of-poe/,The Death of Poe,M,M,"In 1849, Edgar Allan Poe disappeared for five days before he was found semi-conscious outside of a saloon. He died four days later, presumably from alcohol abuse. Over the years, many alternate cause-of-death theories have emerged. Which is most likely?"
6/18/12,http://www.missedinhistory.com/podcasts/john-james-audubon-american-woodsman-part-1/,"John James Audubon: American Woodsman, Part 1",M,M,"Though John James Audubon was the son of a French planter, he cultivated the image of an American frontiersman. In this episode, New York Public Library curator Michael Inman joins us for a discussion of Audubonâ€™s early life."
6/20/12,http://www.missedinhistory.com/podcasts/who-wore-the-pink-triangle/,Who wore the Pink Triangle?,B,B,"2012-06-20-symhc-pink-triangle.mp3	21:59	http://www.podtrac.com/pts/redirect.mp3/podcasts.howstuffworks.com/hsw/podcasts/symhc/2012-06-20-symhc-pink-triangle.mp3	When Hitler came to power in Germany, gays and lesbians were continually persecuted. Soon, homosexual men also faced prison time. Thousands were eventually arrested, and many wound up in concentration camps, where they were labeled with pink triangles."
6/25/12,http://www.missedinhistory.com/podcasts/john-james-audubon-american-woodsman-part-2/,"John James Audubon: American Woodsman, Part 2",M,M,"After John James Audubon finished his book, he sought out a publisher. While his image turned off Philadelphia's intellectuals, he charmed Great Britain. In this episode, curator Michael Inman joins us to explain the publication of Birds of America."
6/27/12,http://www.missedinhistory.com/podcasts/deblina-and-sarahs-renaissance-adventure/,Deblina and Sarahâ€™s Renaissance Adventure,N,N,"In this episode, Sarah and Deblina visit the Georgia Renaissance Festival. Interviews with musician Luca Callo and TechStuffâ€™s Jonathan Strickland give us an understanding of processes they use to recreate Renaissance characters, music and culture."
7/2/12,http://www.missedinhistory.com/podcasts/ma-barker-and-the-barker-gang/,Ma Barker and the Barker Gang,F,F,"During the Gangster Era, many believed Ma Barker led the Barker Gang. In the late 1800s, Barker had four sons, two of whom joined the infamous Barker gang. But was Ma really the mastermind behind their criminal activities?"
7/4/12,http://www.missedinhistory.com/podcasts/the-bombardment-of-baltimore/,The Bombardment of Baltimore,M,M,"After a night of shelling in the War of 1812, Baltimore was unsure if its fort had survived. At dawn, observers saw an American flag over the fort. Francis Scott Key composed a poem about the night -- and that poem eventually became the national anthem."
7/9/12,http://www.missedinhistory.com/podcasts/the-prisoner-princess-sophia-dorothea-of-celle/,The Prisoner Princess: Sophia Dorothea of Celle,F,F,"Sophia Dorothea of Celle married her cousin, George I of Great Britain. Sophia had an affair with a Swedish count, and her in-laws decided to stop the couple from running away together. The ensuing events became known as the KÃ¶nigsmarck Affair."
7/11/12,http://www.missedinhistory.com/podcasts/what-happened-to-the-lost-colony-at-roanoke-update/,What happened to the lost colony at Roanoke? (Update),N,N,"Of all the mysteries we've covered, the lost colony at Roanoke is one of the strangest. In this classic episode, former hosts Candace and Josh recount Roanoke's story -- and there's a new development, one that may finally reveal the fate of the colonists."
7/16/12,http://www.missedinhistory.com/podcasts/the-amelia-earhart-mystery-update/,The Amelia Earhart Mystery (Update),F,F,"In this classic episode, former hosts Candace and Katie explore the events surrounding Amelia Earhartâ€™s mysterious disappearance in 1937, and possible theories as to what could have happened. We also cover new developments in this 75-year-old mystery."
7/18/12,http://www.missedinhistory.com/podcasts/listener-mail-roundup-collectors-edition/,Listener Mail Roundup: Collectorâ€™s Edition,M,M,"In a recent episode on George Arents, we asked listeners what kind of book collections they keep. We heard from people with interests ranging from mixology books to a library dedicated to Disney. We also learned about what these collections inspired."
7/23/12,http://www.missedinhistory.com/podcasts/the-first-olympics-revisited/,"The First Olympics, Revisited",M,M,"In this episode, we revisit a podcast on the first Olympics. The first Olympics featured familiar events, but also some lethal exhibitions. Married women were barred from watching the games, but victors could sometimes expect to receive meals for life."
7/25/12,http://www.missedinhistory.com/podcasts/the-strangest-games-the-1900-paris-olympics/,The Strangest Games: The 1900 Paris Olympics,M,M,"In 1900 Paris Olympics are considered some of the strangest. Some sport historians donâ€™t even consider them true Olympic Games. Many of the events were so under-promoted, the athletes competing in them didnâ€™t know they were even in the Olympics."
7/30/12,http://www.missedinhistory.com/podcasts/the-match-of-death/,The Match of Death,M,M,"After the Nazis invaded Kiev, a bakery owner asked some Ukrainian soccer players to form a team. Their team was pitted against occupying powers. Many say their crucial victory over the Germans led to their deaths. But how much of the story is true?"
8/1/12,http://www.missedinhistory.com/podcasts/the-nazi-games-and-jesse-owens/,The Nazi Games and Jesse Owens,M,M,"Most people associate the 1936 Berlin Olympics with African-American sprinter Jesse Owens. Yet the games were successful in terms of Nazi propaganda: More nations than ever participated, and the Olympic torch was used for the first time."
8/6/12,http://www.missedinhistory.com/podcasts/a-medici-marriage-marguerite-louise-dorleans/,A Medici Marriage: Marguerite-Louise dâ€™OrlÃ©ans,F,F,"Marguerite-Louise d'OrlÃ©ans was the grandchild of the King of France, cousin of Louis XIV and eventually betrothed to Cosimo III de Medici. Her marriage was (to say the least) unstable. But how did she finally find herself back in France?"
8/8/12,http://www.missedinhistory.com/podcasts/how-the-titanic-worked/,How the Titanic Worked,M,N,"2012 marks the 100th anniversary of the Titanicâ€™s sinking. In our own memorial to the Titanicâ€™s sinking, we revisit a classic episode from Candace and Jane, in which they explore the shipâ€™s tragic history. Weâ€™ll also explore some recent Titanic research."
8/13/12,http://www.missedinhistory.com/podcasts/the-bloody-benders/,The Bloody Benders,M,N,"The Bender clan settled in Kansas in 1870, building a combined store and inn. They weren't popular. Only the comely Kate Bender drew admirers. When people began disappearing, the Benders weren't suspects â€‘â€‘ until a doctor vanished after visiting the inn."
8/15/12,http://www.missedinhistory.com/podcasts/lizzie-borden-and-her-axe-update/,Lizzie Borden and her Axe (Update),F,F,"In 1892, a Massachusetts couple was brutally murdered; the only serious suspect was their daughter, Lizzie Borden. Borden was acquitted, but people have speculated about the crime ever since. Tune in to learn how new evidence might shed light on her case."
8/20/12,http://www.missedinhistory.com/podcasts/pretty-boy-floyd-and-the-kansas-city-massacre/,Pretty Boy Floyd and the Kansas City Massacre,M,M,"Pretty Boy Floyd started out doing farm work, but in his late teens he ran off to try his hand at crime. He earned a Robin Hood-like reputation, and became famous for his supposed involvement in the Kansas City Massacre. But did he deserve the credit?"
8/22/12,http://www.missedinhistory.com/podcasts/easter-island-update/,Easter Island (Update),N,N,"In this episode, we revisit theories about the statues of Easter Island: the Moai. New evidence suggests that fewer than 20 people â€œwalkedâ€ù the Moai to their positions. This idea shakes up existing theories about the destruction of the island's resources."
8/27/12,http://www.missedinhistory.com/podcasts/5-historical-storms/,5 Historical Storms,N,N,"Catastrophic storms are almost historical characters in their own right, leaving indelible marks on the places they affect. Here, we cover five of history's most destructive storms, including the Tri-state Tornado of 1925 and the Great Hurricane of 1780."
8/29/12,http://www.missedinhistory.com/podcasts/how-the-mayan-calendar-works-revisited/,"How the Mayan Calendar Works, Revisited",N,N,"In this classic episode, former hosts Candace and Jane explain how the Mayan long count calendar works. We also discuss some other doomsday prophesies from 1666 and 1910, when people feared Halleyâ€™s Comet would poison them with gasses from its tail."
9/3/12,http://www.missedinhistory.com/podcasts/the-radium-girls/,The Radium Girls,F,F,"Between in 1917, hundreds of women got jobs applying radium-treated paint to various products. Many experienced severe health problems. Five former workers decided to sue the U.S. Radium corporation, and faced a campaign of misinformation."
9/5/12,http://www.missedinhistory.com/podcasts/codes-axis-cryptography-in-world-war-ii/,Codes! Axis Cryptography in World War II,M,M,"In this special episode co-hosted by TechStuffâ€™s Jonathan Strickland, the focus is on the codes, cipher machines, and cryptologists of World War II. Tune in to learn more about the Enigma Machine, Alan Turing, Code Talkers and more."
9/10/12,http://www.missedinhistory.com/podcasts/alan-turing-codebreaker/,Alan Turing: Codebreaker,M,M,"Alan Turing conceived of computers decades before anyone was building one. He also acted as a top-secret code breaker during World War II. Despite his accomplishments, he was prosecuted as a homosexual by the British government. Tune in to learn more."
9/12/12,http://www.missedinhistory.com/podcasts/codes-allied-cryptography-in-world-war-ii/,Codes! Allied Cryptography in World War II,M,M,"In this episode co-hosted by TechStuffâ€™s Jonathan Strickland, the focus is on the codes and cryptologists of World War II. Tune in to learn more about the Enigma Machine, Alan Turing, Code Talkers and more in the conclusion of this two-part episode."
9/17/12,http://www.missedinhistory.com/podcasts/orson-welles-and-the-war-of-the-worlds/,Orson Welles and the War of the Worlds,M,M,"In 1938 Orson Welles produced a series of radio dramas, including one based on â€œWar of the Worlds."" The broadcast caused a mass panic, since many believed it was a real news program. In this episode, we discuss why so many mistook the show as real."
9/19/12,http://www.missedinhistory.com/podcasts/joseph-mccarthy-and-the-red-scare-part-1/,Joseph McCarthy and the Red Scare: Part 1,M,M,"Wisconsin Senator Joseph McCarthy had a lackluster career â€“ at least, that is, until he claimed the U.S. government was riddled with conspiratorial Communists. In this episode, Sarah and guest host Ben explore the hysteria-fueled rise of Joseph McCarthy."
9/24/12,http://www.missedinhistory.com/podcasts/the-surprising-life-of-henry-ford-part-1/,The Surprising Life of Henry Ford: Part 1,M,M,"In this episode, CarStuffâ€™s Scott Benjamin joins the show for a discussion of Henry Ford's early years, inventions and innovations. Yet as Ford's success grew, his willingness to change did not â€“ and ultimately a darker side of his personality emerged."
9/26/12,http://www.missedinhistory.com/podcasts/joseph-mccarthy-and-the-red-scare-part-2/,Joseph McCarthy and the Red Scare: Part 2,M,M,"Senator McCarthy's celebrity skyrocketed after he made his name denouncing spies. Fear and intimidation kept many from speaking out against him, but public opinion soon turned. Join Sarah and Ben as they discuss McCarthyism and the Hollywood Blacklist."
10/1/12,http://www.missedinhistory.com/podcasts/the-surprising-life-of-henry-ford-part-2/,The Surprising Life of Henry Ford: Part 2,M,M,"In this second episode with CarStuffâ€™s Scott Benjamin, we pick up at the height of Fordâ€™s success: The Model T is revolutionizing America. But he also obsessively controls his employees, becomes a noted anti-Semite and capitalizes on wartime contracts."
10/3/12,http://www.missedinhistory.com/podcasts/bloomers-and-beyond-a-history-of-underwear/,Bloomers and Beyond: A History of Underwear,N,N,"In this episode, PopStuff co-host Holly Frey joins in to discuss undergarments through the ages, from the utilitarian shirt to the body-changing corset, split bloomers and more. We also talk about a recent discovery that's shaken up costume historians."
10/8/12,http://www.missedinhistory.com/podcasts/a-brief-history-of-trick-or-treating/,A Brief History of Trick-or-Treating,M,M,"Before children went door-to-door, Celts kept out evil spirits during the festival of Samhain. Halloween evolved over time, but trick-or-treating didn't emerge until the 20th century. Join Sarah and guest host Cristen as they trace Halloween's history."
10/10/12,http://www.missedinhistory.com/podcasts/jim-bowie-blades-battles-and-the-alamo/,"Jim Bowie: Blades, Battles and the Alamo",M,M,"Jim Bowie is known as a hero of the Alamo, but he made his name in a duel-gone-wrong: He came away with several wounds, but also with a reputation as fearsome knife-fighter. So how did he become a Texan legend? And what's the story behind the Bowie knife?"
10/15/12,http://www.missedinhistory.com/podcasts/madame-lalaurie-and-the-haunting-of-royal-street/,Madame Lalaurie and the Haunting of Royal Street,F,F,"In 1834 a fire broke out at the Lalaurie house in New Orleans. Firefighters found mistreated slaves inside, and the family was banished. Wild rumors spread afterward, and now it's known as the most haunted house in America -- but are the rumors true?"
10/17/12,http://www.missedinhistory.com/podcasts/who-was-americas-lucrezia-borgia/,Mary Frances Creighton: Who was Americaâ€™s Lucrezia Borgia?,M,M,"When Mary Frances Creighton was arrested for poisoning her brother, the tabloids went crazy, comparing her to Lucrezia Borgia. Mary was also accused of poisoning her mother-in-law and her work caught up with her when she struck again, years later."
10/22/12,http://www.missedinhistory.com/podcasts/ghosts-of-history-a-haunted-house-tour/,Ghosts of History: A Haunted House Tour,N,N,"Whether or not you believe in ghosts, the tragic histories behind some homes are enough to send a chill down your spine. In this episode, we look into the real stories behind five historic houses that are believed to be haunted. Tune in to learn more."
10/24/12,http://www.missedinhistory.com/podcasts/what-really-happened-in-salem/,What really happened in Salem?,F,N,"In 1692, girls in Salem Village experienced fevers, pains and strange behavior. A doctor deemed the affliction supernatural, and the girls pinned the blame on several people. These accusations led to a witch hunt -- but what was really to blame?"
10/29/12,http://www.missedinhistory.com/podcasts/accused-by-a-ghost/,Accused by a Ghost!,F,N,"In the early 1760s, the so-called Cock Lane Ghost haunted a London home, communicating through knocks. The ghost accused her former partner of poisoning her. However, as more details emerged people wondered if the haunting was an act of earthly revenge."
10/31/12,http://www.missedinhistory.com/podcasts/the-case-of-the-colorado-cannibal/,"The Case of the Colorado Cannibal, Alferd Packer",M,M,"In the winter of 1873, Alferd Packer led gold prospectors into the Rockies, but harsh conditions soon set them off course. Packer was the only survivor, and he looked oddly well-fed. He claimed he'd killed in self-defense. But was he guilty of murder?"
11/5/12,http://www.missedinhistory.com/podcasts/the-mysterious-disappearance-of-agatha-christie/,The Mysterious Disappearance of Agatha Christie,F,F,"In December of 1926, Agatha Christie left her home and vanished: Police found her car crashed and abandoned. An 11-day manhunt commenced and speculation ran rampant -- but when she was finally found â€“ alive â€“ there were more questions than answers."
11/7/12,http://www.missedinhistory.com/podcasts/who-was-tokyo-rose/,Who was Tokyo Rose?,F,F,"During World War II, Allied troops often listened to Japanese propaganda, and they nick-named the English-speaking, female broadcasters ""Tokyo Rose."" After the war, the hunt to find them was on -- and Iva d'Aquino found herself on trial for treason."
11/12/12,http://www.missedinhistory.com/podcasts/johann-dippel-and-the-elixir-of-life/,Johann Dippel and the Elixir of Life,M,M,"Johann Konrad Dippel was born in 1673 at Frankenstein Castle. Originally a theology student, Dippel began dabbling in chemistry, medicine and alchemy. Today he's remembered for creating a panacea that was used on a variety of ailments. How did he do it?"
11/14/12,http://www.missedinhistory.com/podcasts/the-true-story-of-the-chevalier-deon-part-1/,The True Story of the Chevalier dâ€™Eon: Part 1,M,M,"Recently, London's National Portrait Gallery acquired a portrait of the Chevalier d'Eon, the first oil painting in its collection to feature a man in women's clothing. Learn how Louis XV's underground foreign policy led d'Eon to acquire a female identity."
11/19/12,http://www.missedinhistory.com/podcasts/gertrude-bell-the-uncrowned-queen-of-iraq/,Gertrude Bell: The Uncrowned Queen of Iraq,F,F,"Gertrude Bell was the first woman to graduate with a First in Modern History from Oxford. Instead of marrying young, she went to Persia. Inspired, she traveled across the Middle East on numerous exploratory treks. But would it last in a time of war?"
11/26/12,http://www.missedinhistory.com/podcasts/the-true-story-of-the-chevalier-deon-part-2/,The True Story of the Chevalier dâ€™Eon: Part 2,M,M,"Upset with the prospect of a demotion, the Chevalier d'Eon published his diplomatic correspondence. Worried that d'Eon might reveal the King's Secret, Louis XVÂ  desperately negotiated d'Eon's return -- with one catch: the Chevalier had to become a woman."
11/28/12,http://www.missedinhistory.com/podcasts/a-comanche-story-cynthia-ann-parker-part-1/,"A Comanche Story: Cynthia Ann Parker, Part 1",F,F,"A Comanche raiding party kidnapped Cynthia Ann when she was 9 years old. She lived with Comanche parents, marrying a war chief and having children. But her family never stopped searching for her. As word of her story spread, her son Quanah rose to power."
12/3/12,http://www.missedinhistory.com/podcasts/mutiny-on-the-bounty-update/,Mutiny on the Bounty (Update),M,M,"In an update to this podcast about the mutiny that took place aboard the HMS Bounty in 1789, we discuss the fate of the replica Bounty made in 1962. During Hurricane Sandy, the Bounty was headed from Connecticut to Florida. But what happened next?"
12/5/12,http://www.missedinhistory.com/podcasts/a-comanche-story-quanah-parker/,A Comanche Story: Quanah Parker,M,M,"In this episode, we tell the story of Cynthia Ann Parker's son, the Comanche war chief Quanah Parker. Quanah led Comanche forces until his defeat at Adobe Walls. He then encouraged his people to settle on the reservation, refusing to sacrifice his culture."
12/10/12,http://www.missedinhistory.com/podcasts/the-johnstown-flood/,The Johnstown Flood,N,N,"On May 31, 1889, the South Fork dam gave way, sending 20 million tons of water rushing toward Johnstown, Pennsylvania. The water swept up everything in its path, and it only took about 10 minutes to wash away Johnstown. But was nature solely to blame?"
12/12/12,http://www.missedinhistory.com/podcasts/why-was-juana-called-la-loca-part-1/,Why was Juana called â€œla Locaâ€ù? Part 1,F,F,"Juana of Castile has gone down in history as â€œJuana la Loca."" But Juanaâ€™s mental state was likely not as bad as it seemed. Was she instead the victim of conniving relatives? In this episode, we discuss Juanaâ€™s youth, her marriage and more."
12/17/12,http://www.missedinhistory.com/podcasts/subterranean-cities/,Subterranean Cities,N,N,"In this episode, Sarah and Deblina take a world tour of some of the world's most ancient, mysterious and historically influential underground cities. Listen in to learn more about subterranean cities around the globe."
12/19/12,http://www.missedinhistory.com/podcasts/why-was-juana-called-la-loca-part-2/,Why was Juana called â€œla Locaâ€ù? Part 2,F,B,"In this second part of our series, Juana has become her motherâ€™s unlikely heir. Just a few years after inheriting Castile, she is declared insane and imprisoned. But was she actually mad? And why didnâ€™t her son free her when he came to power?"
12/21/12,http://www.missedinhistory.com/podcasts/who-was-good-king-wenceslas/,Who was Good King Wenceslas?,M,M,"King Wenceslas is best known as a Christmas carol, but he was a real 10th-century Bohemian prince. Wenceslas was known for his kindness to children and promotion of Christianity, but he was murdered at only 22. Listen in to learn more about the Good King."
12/26/12,http://www.missedinhistory.com/podcasts/unearthed-in-2012-part-1/,Unearthed in 2012: Part 1,N,N,"In this episode, we look back on some of the biggest historical news of 2012s. Tune in to learn how researchers revealed new theories regarding mercuryâ€™s involvement in Tycho Braheâ€™s death, and startling insights into the Great Wall of China."
12/31/12,http://www.missedinhistory.com/podcasts/the-bone-wars-part-1/,The Bone Wars: Part 1,M,M,"In this two-part podcast, we explore the rivalry between paleontologists Edward Drinker Cope and Othniel Charles Marsh. Marsh was a farmer's son and Cope grew up in a wealthy household. The two started out as friends, but their friendship soon soured."
1/2/13,http://www.missedinhistory.com/podcasts/unearthed-in-2012-part-2/,Unearthed in 2012: Part 2,N,N,"In the second part of this annual episode, we cover historical discoveries made in 2012, from evidence of vampire burials in Bulgaria to discoveries of ancient temples and more. Tune in to learn more about the exciting archaeological discoveries of 2012."
1/7/13,http://www.missedinhistory.com/podcasts/double-agent-james-armistead-and-the-american-revolution/,Double Agent: James Armistead and the American Revolution,M,M,"James Armistead was a slave in Virginia, but got his master's approval to enlist when the Revolutionary War came. Armistead worked as a spy, and his story is one of many free and enslaved African-Americans who fought in the Revolutionary War."
1/9/13,http://www.missedinhistory.com/podcasts/the-bone-wars-part-2/,"The Bone Wars, Part 2",M,M,"In Part 2 of this podcast, we examine the tactics rival paleontologists Edward Drinker Cope and Othniel Charles Marsh used in their battle to achieve preeminence. Ultimately, the men took their war to D.C. and the press. In the end, did either win?"
1/14/13,http://www.missedinhistory.com/podcasts/the-great-stink-of-1858/,The Great Stink of 1858,N,N,"By the 1840s, London faced a sanitation crisis. One summer the stench of the Thames drove Parliament to soak their curtains in lime, an experience that led to funding for a modern sewer system. Tune in to learn about modern toilets, germ theory and more."
1/16/13,http://www.missedinhistory.com/podcasts/5-historical-hoaxes/,5 Historical Hoaxes,M,N,"Historical hoaxes are surprisingly common. For example, a N.Y. cigar maker once commissioned a gypsum skeleton to pass off as a 10-foot-tall petrified man called the Cardiff Giant. Join Deblina and Sarah as they explore the Cardiff Giant, Clever Hans, the Cottingley Fairies, David Wyrick, Mary Toft's bunny births and the Newark Holy Stones."
1/21/13,http://www.missedinhistory.com/podcasts/ned-kellys-last-stand/,Ned Kellyâ€™s Last Stand,M,M,"Ned Kelly's cropped up in the news again, but who was he? The bushranger Ned Kelly became an outlaw in 1878, and his gang successfully conducted several raids. Tune in to learn why many Australians think of him as a folk hero in this classic episode."
1/23/13,http://www.missedinhistory.com/podcasts/5-war-dogs-of-history/,5 War Dogs of History,M,N,"Dogs have been used in war for a long time and are still used today. In this episode, Sarah and Deblina look at five war dogs known for their strength, loyalty and intelligence. Tune in to learn more about war dogs from World War I through Vietnam."
1/28/13,http://www.missedinhistory.com/podcasts/who-is-d-b-cooper/,Who is D.B. Cooper?,M,M,"In 1971, a man calling himself Dan Cooper hijacked Northwest Orient Airlines flight 305. He received a ransom of $200,000 -- and then jumped out in midair. Over the years, the FBI has searched for Cooper with little luck. Tune in to learn more."
1/30/13,http://www.missedinhistory.com/podcasts/the-booth-conspiracy/,The Booth Conspiracy,M,M,"Most people know the story of President Lincoln's assassination, but what happened afterward? In this podcast, we cover John Wilkes Boothâ€™s escape, his co-conspirators' attacks against other officials and the strange connections between Booth and Lincoln."
2/4/13,http://www.missedinhistory.com/podcasts/nikola-tesla-and-the-war-of-currents-revisited-part-1/,Nikola Tesla and the War of Currents Revisited: Part 1,M,M,"In 1857 Nikola Tesla began work on direct current motor issues. In 1884, he approached Thomas Edison with ideas about alternating current, but Edison championed direct current. Their disagreement led to one of history's most famous scientific rivalries."
2/6/13,http://www.missedinhistory.com/podcasts/nikola-tesla-and-the-war-of-currents-revisited-part-2/,Nikola Tesla and the War of Currents Revisited: Part 2,M,M,"By 1887, Nikola Tesla secured seven patents for components of his alternating current system. In 1888, George Westinghouse offered to hire Tesla to develop the AC system, and thatâ€™s when the Current War really got underway."
2/11/13,http://www.missedinhistory.com/podcasts/the-fantastic-fitzgeralds/,The Fantastic Fitzgeralds,B,B,"A week after releasing his debut novel, F. Scott Fitzgerald married Southern Belle Zelda Sayre. But Fitzgerald's drinking and Zelda's mental state led to fights, debt and writers' block. Join Sarah and Holly as they trace the lives of F. Scott and Zelda."
2/13/13,http://www.missedinhistory.com/podcasts/walter-potters-wild-and-wonderful-taxidermy/,Walter Potterâ€™s Wild and Wonderful Taxidermy,M,M,"By the time he was 19, Potter had preserved and mounted 98 birds. In 1880, his work had grown to a point where it had to be moved to a building, which became his museum. Potterâ€™s museum collection continues to enthrall collectors and enthusiasts."
2/18/13,http://www.missedinhistory.com/podcasts/okichi-the-tragic-geisha/,"Okichi, the Tragic Geisha",F,F,"Okichi's story is filled with embellishment and hazy details. Sent to serve Townsend Harris, the first U.S. Consul to Japan, she was shunned after Harris left. Yet Okichi is now honored with an annual festival and has become a national symbol."
2/20/13,http://www.missedinhistory.com/podcasts/pablo-fanques-fair/,Pablo Fanqueâ€™s Fair,M,M,"The Victorian age offered few opportunities for Black-Britons, making Pablo Fanque's circus all the more impressive. Born William Darby, he was a talented equestrian performer, acrobat and show-runner. In fact, one Fanque's playbills inspired John Lennon."
2/25/13,http://www.missedinhistory.com/podcasts/the-other-pope-benedict-who-resigned/,The Other Pope Benedict Who Resigned,M,M,"Long before Benedict XVIâ€™s resignation, Benedict IX resigned. Benedict IX was one of the youngest (and most notorious) men ever to become pope, and his abuse of power was legendary. He became pope three times and sold the title at one point."
2/27/13,http://www.missedinhistory.com/podcasts/unearthed/,Richard III: Unearthed!,M,M,"In 2013, experts identified the remains of King Richard III, one of England's most notorious rulers. Shakespeare wrote the king as a nephew-killing, hunchbacked villain, but Richard's real life was a complicated mixture of ambition, ruthlessness and fear."
3/4/13,http://www.missedinhistory.com/podcasts/the-real-al-swearengen-part-1/,The Real Al Swearengen: Part 1,M,M,"Al Swearengen has become a widely-recognized figure in the time of the Black Hills gold rush. While his notoriety comes from his famous saloon, his early experiences as a pioneer child, 100-days man and apprentice barkeep all informed his later life."
3/6/13,http://www.missedinhistory.com/podcasts/the-real-al-swearengen-part-2/,The Real Al Swearengen: Part 2,M,M,"While Al Swearengen's notoriety comes from his famous saloon, his early experiences all informed his later life. Join Tracy and Holly as they examine the life and times of Al Swearengen in the second part of this series."
3/11/13,http://www.missedinhistory.com/podcasts/the-mystic-margery-kempe/,The Mystic Margery Kempe,F,F,"Born in the 1300s, Margery had 14 children with her husband before dedicating her life to God. In her 40s, she began a vision-inspired pilgrimage to visit holy sites, and these travels became the basis for her spiritual autobiography,"
3/13/13,http://www.missedinhistory.com/podcasts/the-voynich-manuscript/,The Voynich Manuscript,N,N,"The Voynich manuscript is named after Wilfrid Voynich, who acquired it in 1912 from a Jesuit library. There are many theories as to what this book from the 1400s contains, but no one knows whether itâ€™s a cypher text, a lost language or gibberish."
3/18/13,http://www.missedinhistory.com/podcasts/the-life-of-johnny-appleseed/,The Life of Johnny Appleseed,M,M,"The image of Johnny Appleseed walking around in rags, barefooted with a bindle, planting apple trees and moving on is actually pretty accurate. Join Holly and Tracy to learn how John Chapman struck out for the frontier and became an American legend."
3/20/13,http://www.missedinhistory.com/podcasts/the-famous-speech-chief-seattle-never-made/,The Famous Speech Chief Seattle Never Made,M,M,"The Suquamish chief is best remembered for a speech he gave upon discovering that Governor Stevens wanted land to build a railroad. However, the speechâ€™s origins are nebulous (and in some quotations completely fabricated). Tune in to learn."
3/25/13,http://www.missedinhistory.com/podcasts/the-trial-of-goody-garlick/,The Trial of Goody Garlick,F,F,"Decades before the Salem trials, an East Hampton woman was tried for witchcraft. Before Lion Gardiner's daughter died, she accused Goody Garlick of bewitching her. Goody Garlick had hearings in two towns, during which she was accused of other bewitchings."
