Date,link,title,Gender-Loose,Gender-Tight,description
10/25/10,http://www.missedinhistory.com/podcasts/10-historical-animals-you-should-know-6-10/,10 Historical Animals You Should Know:  6 â€“ 10,N,N,Did Tycho Brahe really own a moose with a drinking problem? Did a U.S. President keep a pet alligator? Tune in as Katie and Sarah take a look at some of history's strangest pets (and their equally bizarre owners).
10/27/10,http://www.missedinhistory.com/podcasts/he-was-killed-by-mesmerism/,He Was Killed by Mesmerism,M,M,"Today, Franz Mesmer is hailed as the father of hypnosis. His original pursuit was called mesmerism, but what exactly was it? How did it (supposedly) work? Listen in as Sarah and Katie explore the strange theories of Franz Mesmer."
11/1/10,http://www.missedinhistory.com/podcasts/la-reconquista-and-the-alhambra/,La Reconquista and the Alhambra,M,M,"In the early 8th century, Moors occupied most of the Iberian peninsula. During the Reconquista, Christians rallied to conquer the land. Listen in and learn more about this epic conflict, which spans some of the most formative times in Spanish history."
11/3/10,http://www.missedinhistory.com/podcasts/the-cinderella-of-the-harem/,The Cinderella of the Harem,F,F,"Roxelana has one of the strangest rags-to-riches stories in history. As a slave who entered Suleyman's harem and rose through the ranks to become the wife of the Sultan, Roxelana became a symbol of the Ottoman empire. Tune in to learn more about Roxelana."
11/8/10,http://www.missedinhistory.com/podcasts/a-jewish-pirates-life-for-me/,A Jewish Pirateâ€™s Life for Me!,M,M,"During the golden age of Caribbean piracy, people from all walks of life set sail in search of gold. Yet you may be surprised to hear that some of the pirates were Sephardic Jews. Tune in and learn more about the lives of Jewish pirates."
11/10/10,http://www.missedinhistory.com/podcasts/5-show-stopping-historical-weddings/,5 Show-stopping Historical Weddings,N,N,"History is full of astonishing events, and the history of marriage is no exception. Listen in as Sarah and our special guest, Candace, explore five of the most show-stopping, opulent weddings in history."
11/15/10,http://www.missedinhistory.com/podcasts/historical-name-dropping-in-lost/,Historical Name-dropping in Lost,M,N,"The hit show ""Lost"" is replete with historical name-dropping, but who are all these people mentioned in the show? In this episode, our resident history buffs crack the case and track down some of the historical names used in ""Lost."""
11/17/10,http://www.missedinhistory.com/podcasts/george-vanderbilts-biltmore-estate/,George Vanderbiltâ€™s Biltmore Estate,M,M,"With four acres of floor space and over thirty bedrooms, the opulent Biltmore Estate occupies a unique place in the history of the United States. In this episode, Candace and Sarah trace the history of the Vanderbilt family and their magnificent estate."
11/22/10,http://www.missedinhistory.com/podcasts/tagore-erstwhile-knight/,"Tagore, Erstwhile Knight",M,M,"In addition to being the first Asian Nobel laureate, the multitalented Bengali poet Rabindranath Tagore was known for his political influence. In this episode, Sarah and Deblina trace the life of Tagore through his childhood to knighthood and beyond."
11/24/10,http://www.missedinhistory.com/podcasts/who-was-the-real-sherlock-holmes/,Who was the real Sherlock Holmes?,M,M,"Arthur Conan Doyle wasn't the first person to write a mystery novel, but his focus on scientific methods and brilliant protagonist made the stories of Sherlock Holmes world-famous. Yet is Sherlock Holmes based on a real person? Tune in to find out."
11/29/10,http://www.missedinhistory.com/podcasts/why-did-augustus-exile-his-own-daughter/,Why did Augustus exile his own daughter?,M,N,"Exile is never a pleasant experience, and meting it out on a family member is positively brutal. So what could drive Augustus to exile his own daughter? Tune in and find out -- the answer might surprise you."
12/1/10,http://www.missedinhistory.com/podcasts/the-mysterious-death-of-christopher-marlowe/,The Mysterious Death of Christopher Marlowe,M,M,"Christopher Marlowe was one of the most talented writers of the Elizabethan era, but his career was cut short when he was stabbed to death at the age of 29. In this episode, Deblina and Sarah take a closer look at the mystery surrounding Marlowe's death."
12/6/10,http://www.missedinhistory.com/podcasts/tycho-brahe-an-astronomers-untimely-demise/,Tycho Brahe:  An Astronomerâ€™s Untimely Demise,M,M,"Tycho Brahe is hailed as an influential astronomer, but why? Tune in and learn how this groundbreaking astronomer lost his nose, built the world's first observatory and met with an untimely demise in this podcast."
12/8/10,http://www.missedinhistory.com/podcasts/why-is-there-a-graveyard-of-ships-near-naples/,"Why is there a ""graveyard of ships"" near Naples?",N,N,"In 2008, the Aurora Trust began a survey around an island named Ventotone, off the coast of Naples. They found an astonishing group of Roman shipwrecks, and they also found a mystery. How did all these ships sink so close together? Tune in to find out."
12/13/10,http://www.missedinhistory.com/podcasts/5-amazing-astronomical-discoveries/,5 Amazing Astronomical Discoveries,M,N,"The study of the heavens is one of humanity's oldest pursuits, and it's still a work in progress. In this episode, Deblina and Sarah explore the details of five amazing astronomical discoveries, beginning with the work of Copernicus."
12/15/10,http://www.missedinhistory.com/podcasts/what-have-we-learned-from-gladiator-graveyards/,What have we learned from gladiator graveyards?,M,M,"Although most people are familiar with gladiators, movies have skewed popular understanding of these fighters. So how can we separate the fact from the fiction? Tune in to learn how gladiator graveyards have changed the way we regard gladiators today."
12/20/10,http://www.missedinhistory.com/podcasts/did-empress-wus-reign-change-china/,Did Empress Wuâ€™s reign change China?,F,F,"During the Tong Dynasty, Chinese women were often treated as second-class citizens. This made the rise of Empress Wu even more extraordinary. But did her work have a lasting effect? Learn more about how -- or if -- Empress Wu permanently changed China."
12/22/10,http://www.missedinhistory.com/podcasts/did-oliver-cromwell-cancel-christmas/,Did Oliver Cromwell cancel Christmas?,M,M,"Oliver Cromwell was a Puritan, military leader and powerful politician in the 17th-century Parliament, but nowadays he's also known as an inveterate grinch. How did he get this reputation -- and, more importantly, did he deserve it? Tune in to learn more."
12/28/10,http://www.missedinhistory.com/podcasts/mansa-musa-and-the-city-of-gold/,Mansa Musa and the City of Gold,M,M,"Talk about making an impression: When emperor Mansa Musa went on a pilgramage from Timbuktu to Mecca, he gave away so much gold that he crashed the gold market in Cairo. Tune in and learn more about Musa and Timbuktu in this podcast."
12/29/10,http://www.missedinhistory.com/podcasts/unearthed-in-2010-5-historical-finds/,Unearthed in 2010:  5 Historical Finds,N,N,"Over the past 12 months, experts have been hard at work hunting down hard evidence of times, places and people lost in the course of history. In this episode, Sarah and Deblina recount 5 of the most important historical finds of 2010."
1/3/11,http://www.missedinhistory.com/podcasts/the-rise-and-fall-of-the-green-gallant/,The Rise and Fall of the Green Gallant,M,M,"A man of many appellations -- Henry the Great, the Green Gallant -- King Henry IV was a very popular French royal . In this episode, Sarah and Deblina explore the controversial life and reign of Henry of Bourbon, including the surprising fate of his head."
1/5/11,http://www.missedinhistory.com/podcasts/why-did-a-riot-start-over-shakespeare/,Why did a riot start over Shakespeare?,M,M,"As one of the most influential writers in the English language, Shakespeare is typically associated with cultural sophistication rather than violent bouts of near-anarchy. But this wasn't the case during the Astor Place Riot. Tune in to learn more."
1/10/11,http://www.missedinhistory.com/podcasts/the-last-years-of-the-red-eminence/,The Last Years of the Red Eminence,M,M,"Cardinal Richelieu wielded tremendous political power, but he also made more than a few enemies. Would they seek revenge in his later years? In this episode, Deblina and Sarah recount the last years of Cardinal Richelieu"
1/12/11,http://www.missedinhistory.com/podcasts/how-did-a-hollywood-starlet-invent-cellular-technology/,Hedy Lamarr: How did a Hollywood starlet invent cellular technology?,F,F,"Hedy Lamarr was an extraordinarily beautiful film star, but she wasn't just another pretty face. In this podcast, Sarah and Deblina recount Hedy's biography and her little-known career as an inventor. Tune in to learn more about Hedy Lamarr."
1/17/11,http://www.missedinhistory.com/podcasts/el-dorado-and-the-river-of-despair/,El Dorado and the River of Despair,M,M,"Driven by visions of unimaginable riches, Spanish explorers subjugated the cultures of South America and exploit the resources for their masters in Europe. Chief among these visions was the hallowed El Dorado, or the City of Gold. Tune in to learn more."
1/19/11,http://www.missedinhistory.com/podcasts/the-affair-of-the-poisons/,The Affair of the Poisons,M,N,"From hemlock to cyanide, poison has unfortunately played an integral part in many of history's great sagas, But in 17th-century France, the scandal over poisoning reached an unprecedented level. Tune in and learn more."
1/24/11,http://www.missedinhistory.com/podcasts/hone-hekes-rebellion/,Hone Hekeâ€™s Rebellion,M,M,"Also known as the Northern War, Hone Heke's Rebellion took place between in New Zealand over the course of 1845 and 1846. In this podcast, Sarah and Deblina recount the events leading up to the war -- as well as the consequences of Heke's actions."
1/26/11,http://www.missedinhistory.com/podcasts/madame-de-pompadour-and-louis-xv/,Madame de Pompadour and Louis XV,F,N,"Madame de Pompadour was born in Paris in 1721, and eventually became the mistress of King Louis XV. In this episode, Deblina and Sarah describe Madame de Pompadour's rise to power. Tune in to learn more."
1/31/11,http://www.missedinhistory.com/podcasts/5-unlikely-inventors/,5 Unlikely Inventors,M,M,"From Marlon Brando to Harry Houdini, it's common knowledge that performers are uniquely gifted -- but several have also gained reputations as gifted inventors. Tune in to learn more about five of history's most unlikely inventors."
2/2/11,http://www.missedinhistory.com/podcasts/the-last-emperor-of-ethiopia/,The Last Emperor of Ethiopia,M,M,"Haile Selassie wasn't just the last emperor of Ethiopia -- he is also hailed as a messiah. In this episode, Deblina and Sarah explore the astonishing life of Haile Selassie. Tune in to learn more."
